"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Markakis, Nick",455976,Braves,2020,RF,1,1,1,0,0,0,1,0,86%,85%,1%
"Mazara, Nomar",608577,White Sox,2020,RF,0,1,0,0,1,1,1,0,89%,89%,0%
"Merrifield, Whit",593160,Royals,2020,RF,1,1,1,0,0,0,1,0,89%,87%,2%
"Myers, Wil",571976,Padres,2020,RF,0,1,1,0,0,0,0,1,89%,89%,0%
"Naquin, Tyler",571980,Guardians,2020,RF,-4,-5,-1,-3,-2,1,-4,-1,82%,88%,-6%
"Pillar, Kevin",607680,Red Sox,2020,CF,0,0,1,0,-1,-1,1,-1,79%,79%,0%
"Piscotty, Stephen",572039,Athletics,2020,RF,-2,-2,0,-2,1,-1,-2,0,90%,93%,-3%
"Polanco, Gregory",570256,Pirates,2020,RF,2,2,0,1,1,0,1,1,94%,92%,2%
"Reddick, Josh",502210,Astros,2020,RF,-4,-5,1,-3,-2,0,-3,-1,84%,88%,-4%
"Renfroe, Hunter",592669,Rays,2020,RF,0,0,1,0,-1,0,1,-1,84%,84%,0%
"Santander, Anthony",623993,Orioles,2020,RF,1,1,0,-1,0,2,1,0,89%,87%,2%
"Stewart, DJ",621466,Orioles,2020,RF,1,1,1,0,0,0,2,-1,93%,90%,3%
"Verdugo, Alex",657077,Red Sox,2020,RF,0,0,0,0,0,0,0,0,87%,88%,-1%
"Ward, Taylor",621493,Angels,2020,RF,-2,-2,-1,0,-1,1,-2,0,87%,91%,-4%
"Yastrzemski, Mike",573262,Giants,2020,RF,-1,-1,0,-1,1,-1,-2,0,86%,88%,-2%
